thrL	4.301958423
thrA	3.815982519
thrB	3.817287172
thrC	3.722540725
yaaX	2.543026151
yaaA	2.788128838
yaaJ	2.022178708
talB	3.555271388
mog	2.61174195
yaaH	2.536540927
yaaW	1.638979309
htgA	1.214891484
yaaI	1.625276901
dnaK	3.709265007
dnaJ	3.04499603
insL-1	0.721343993
insL-2	0.762393626
insL-3	0.77596128
hokC	0.708723226
mokC	0.769029789
nhaA	0.733676279
nhaR	0.73183861
insB-1	0.804976452
insB-2	0.891292445
insB-3	0.991092862
insB-4	0.989616841
insB-6	0.756157648
insB-7_1	0.849068177
insB-7_2	0.712730938
insB-7	0.730899796
insB	0.77443834
insA-1	0.829576472
insA-2	0.749065593
insA-3	0.784038308
insA-6	0.837141221
insA-7	1.152795911
insA-4	0.729772958
insA	0.798441053
rpsT	4.428158383
yaaY	1.97272863
ribF	3.435398964
ileS	3.602785166
lspA	4.297510084
fkpB	3.482728723
ispH	3.240053572
rihC	2.326028643
dapB	3.968646225
carA	3.864947778
carB	3.55730192
caiF	3.026763079
caiE	1.340313056
caiD	1.174228236
caiC	2.055131187
caiB	2.186246403
caiA	1.691573054
caiT	1.055379075
fixA	1.102474107
fixB	1.268019658
fixC	1.050731334
fixX	1.403830395
yaaU	1.364992176
kefF	2.136603658
kefC	2.466213276
folA	3.019746439
apaH	2.849701212
apaG	3.325643967
ksgA	3.357086145
pdxA	3.297607059
surA	3.580446764
imp	3.40762272
djlA	2.849122348
yabP	2.982085117
yabQ	2.869702222
rluA	2.717490925
hepA	2.769449277
polB	1.993721821
araD	1.109924573
araA	1.604576945
araB	1.134734024
araC	2.287383524
yabI	2.249492762
thiQ	1.583058693
thiP	1.750933697
tbpA	2.064335531
sgrR	2.241421077
sgrS	2.481386865
setA	2.358103088
leuD	4.113392616
leuC	4.104760615
leuB	4.134420141
leuA	4.250207428
leuL	4.175423538
leuO	2.118918243
ilvI	3.461197019
ilvH	3.410885975
fruR	3.248969412
mraZ	3.961916229
mraW	3.281656287
ftsL	3.725148013
ftsI	2.81739606
murE	3.033910719
murF	3.063414145
mraY	3.024079209
murD	3.041642817
ftsW	3.019083854
murG	3.148732371
murC	3.070475995
ddlB	3.344268834
ftsQ	3.29466294
ftsA	3.309001298
ftsZ	3.797407514
lpxC	3.966213527
secM	3.35240898
secA	3.301797497
mutT	2.392396875
yacG	3.503205193
yacF	3.146480706
coaE	3.119003814
guaC	3.489948814
hofC	1.446367754
hofB	1.552825739
ppdD	1.077765012
nadC	3.041084402
ampD	2.726287953
ampE	2.529281851
aroP	3.841673667
pdhR	3.756842445
aceE	4.153284633
aceF	3.762126643
lpd	4.084561755
yacH	1.386709372
acnB	3.693346389
yacL	2.567242366
speD	3.78777783
speE	3.811518433
yacC	3.395169952
cueO	3.005620111
gcd	3.081245874
hpt	3.414948143
can	3.87320695
yadG	3.000714742
yadH	3.020836314
yadI	2.568498761
yadE	2.112308507
panD	3.550173512
yadD	1.958903878
panC	3.454889708
panB	3.336505643
yadC	1.655187322
yadK	1.53882775
yadL	1.80657351
yadM	1.608677952
htrE	0.828116805
ecpD	0.867193865
yadN	0.908132483
folK	3.055661767
pcnB	3.465725089
yadB	2.415437984
dksA	3.630272956
sfsA	2.598380647
ligT	2.448454455
hrpB	2.333535257
mrcB	2.775604886
fhuA	0.764901313
fhuC	0.723741339
fhuD	0.820253006
fhuB	1.338099531
hemL	3.207358508
clcA	2.535073837
yadR	3.594750281
yadS	2.738442332
btuF	2.896557851
pfs	3.554164096
dgt	2.694594258
degP	3.053804401
cdaR	1.967995041
yaeH	2.908452908
yaeI	1.822115084
dapD	3.789077061
glnD	2.572470159
map	3.347172865
t44	4.61517472
rpsB	4.748648942
tsf	4.239781029
pyrH	3.837165436
frr	3.904024125
dxr	2.761515927
ispU	3.171673391
cdsA	3.418428467
yaeL	3.333510554
yaeT	3.644241718
hlpA	3.937695751
lpxD	3.957547002
fabZ	3.880075566
lpxA	3.457510978
lpxB	3.278265809
rnhB	3.169859287
dnaE	2.876532092
accA	3.633253324
ldcC	2.252042291
yaeR	2.453124624
tilS	2.638899235
rof	2.85138672
yaeP	3.145391081
yaeQ	2.95302613
yaeJ	3.117801041
nlpE	2.957089952
yaeF	1.458206478
