thrL	4.454109425
thrA	3.861248078
thrB	3.771070553
thrC	3.702894157
yaaX	2.699744014
yaaA	2.715650679
yaaJ	1.91682625
talB	3.414892287
mog	2.783322883
yaaH	2.610400862
yaaW	1.577234315
htgA	1.38345142
yaaI	1.853685348
dnaK	3.747719383
dnaJ	3.202088826
insL-1	1.16577042
insL-2	0.994012176
insL-3	1.030188778
hokC	0.755309769
mokC	0.867940938
nhaA	0.921417878
nhaR	0.936956168
insB-1	1.003261046
insB-2	1.01316044
insB-3	1.090008831
insB-4	1.153758037
insB-6	0.99608455
insB-7_1	0.906168535
insB-7_2	0.813725836
insB-7	0.975342066
insB	1.142160436
insA-1	1.032241599
insA-2	1.013797621
insA-3	0.978031347
insA-6	1.170099354
insA-7	1.054692302
insA-4	1.096338839
insA	1.176331715
rpsT	4.467255268
yaaY	2.112058591
ribF	3.364181868
ileS	3.483528994
lspA	4.066320821
fkpB	3.480215282
ispH	3.143148984
rihC	2.547868628
dapB	3.486015274
carA	3.832565128
carB	3.660759806
caiF	2.609284417
caiE	1.590403024
caiD	1.325405778
caiC	2.03020679
caiB	2.254880508
caiA	1.803556357
caiT	1.476007767
fixA	1.377578455
fixB	1.376043942
fixC	1.366905856
fixX	1.490280003
yaaU	1.502635324
kefF	1.960647019
kefC	2.338952505
folA	2.930604181
apaH	2.993724622
apaG	3.338531831
ksgA	3.343637047
pdxA	3.250027666
surA	3.337681421
imp	3.408726315
djlA	2.776170271
yabP	2.923167697
yabQ	3.13585533
rluA	2.886319648
hepA	2.796222729
polB	2.053310713
araD	1.353425808
araA	1.631886117
araB	1.188413297
araC	2.094320301
yabI	2.55985396
thiQ	1.737215617
thiP	1.808893825
tbpA	2.21024132
sgrR	2.198559824
sgrS	2.549656038
setA	2.313877838
leuD	3.653694549
leuC	3.56375315
leuB	3.521675615
leuA	3.663920766
leuL	4.01881849
leuO	1.756508071
ilvI	3.410393803
ilvH	3.368967454
fruR	3.168538413
mraZ	3.802419899
mraW	3.342736942
ftsL	3.604828082
ftsI	2.917820874
murE	2.927583809
murF	3.032543393
mraY	2.998116277
murD	2.995855437
ftsW	3.104901462
murG	3.149423777
murC	3.005296037
ddlB	3.319763417
ftsQ	3.186741267
ftsA	3.192142379
ftsZ	3.735337512
lpxC	3.797308736
secM	3.310302267
secA	3.374559246
mutT	2.45299975
yacG	3.317410145
yacF	3.068780004
coaE	2.875070889
guaC	3.38856583
hofC	1.686565818
hofB	1.70782233
ppdD	1.475166876
nadC	2.84558807
ampD	2.47931045
ampE	2.364568463
aroP	3.842505574
pdhR	3.68923827
aceE	4.036662549
aceF	3.78468634
lpd	4.053761315
yacH	1.518926387
acnB	3.73805736
yacL	2.600913724
speD	3.772636078
speE	3.754340342
yacC	3.281042583
cueO	2.388160868
gcd	2.734250858
hpt	3.355541929
can	3.539468508
yadG	3.003205694
yadH	3.057880474
yadI	2.663285851
yadE	2.365282457
